NAME,StartEast,StartNorth,StartElv,EndEast,EndNorth,EndElv,CYCLE_ID,MACHINE_ID,START_COORD_ID,END_COORD_ID,SESSION_ID,TIME_START,FORWARD_TOTAL_TIME,REVERSE_TOTAL_TIME,FORWARD_MOVING_TIME,REVERSE_MOVING_TIME,FORWARD_DISTANCE,REVERSE_DISTANCE,CUT_POS,CUT_NEG,FILL_POS,FILL_NEG,CUT_TO_POS,CUT_TO_NEG,FILL_TO_POS,FILL_TO_NEG,VERSION,LAST_CHANGED
DZ2156,647295,7516809,90.49,647428,7516809,89.97,1302017,16,2569718,2569719,,2023-04-29 10:48:05.000,184,117,184,117,132,149,101.26,69.72,151.94,126.97,108.46,138.51,89.72,113.2,1,2023-04-29 11:12:40.670
DZ2156,647295,7516809,90.45,647445,7516809,90.35,1302018,16,2569720,2569721,,2023-04-29 10:53:06.000,223,119,212,119,149,151,134.61,106.39,131.12,115.01,141.18,159.95,89.67,96.33,1,2023-04-29 11:12:41.053
DZ2156,647295,7516809,90.5,647447,7516809,90.17,1302019,16,2569722,2569723,,2023-04-29 10:58:48.000,222,115,222,115,151,146,139.34,97.25,132.58,125.26,131.54,156.93,107.67,98.29,1,2023-04-29 11:12:41.370
DZ2156,647323,7516817,87.19,647432,7516818,89.65,1302050,16,2569784,2569785,,2023-04-29 11:37:32.000,173,94,173,94,109,118,650.53,224.93,1459.34,1103.48,1310.04,1449.82,304.19,374.23,1,2023-04-29 11:42:45.047
DZ2157,647333,7516784,86.18,647402,7516784,87.44,1302043,15,2569770,2569771,,2023-04-29 10:54:16.000,105,56,105,56,69,70,156.32,48.85,539.35,306.44,528.44,444.74,18.02,59.76,1,2023-04-29 11:12:52.627
DZ2157,647333,7516784,85.99,647403,7516785,87.52,1302044,15,2569772,2569773,,2023-04-29 10:56:57.000,105,69,105,69,70,86,59.8,24.74,68.99,69.42,75.97,111.2,18.02,17.76,1,2023-04-29 11:12:53.467
DZ2157,647374,7516783,84.16,647419,7516784,88.19,1302045,15,2569774,2569775,,2023-04-29 10:59:51.000,69,39,69,39,45,45,48.23,25.77,29.33,31.68,51.56,68.08,11.83,3.54,1,2023-04-29 11:12:53.940
DZ2157,647329,7516785,86.98,647419,7516785,88.22,1302046,15,2569776,2569777,,2023-04-29 11:01:39.000,142,65,141,65,90,82,71.26,49.53,112.46,60.71,114.1,96.93,35.04,47.89,1,2023-04-29 11:12:54.330
DZ2157,647321,7516784,87.69,647382,7516784,84.49,1302047,15,2569778,2569779,,2023-04-29 11:09:26.000,85,67,85,67,60,86,81.78,68.68,192.98,169.93,134.85,186.51,65.2,126.81,1,2023-04-29 11:12:54.617
DZ2157,647319,7516785,87.94,647336,7516785,85.85,1302063,15,2569810,2569811,,2023-04-29 11:14:15.000,24,81,24,81,16,102,78.82,22.68,115.55,79.56,78.3,111.32,47.06,59.93,1,2023-04-29 11:42:51.227
DZ2157,647316,7516785,88.21,647422,7516784,88.23,1302064,15,2569812,2569813,,2023-04-29 11:16:00.000,155,82,155,82,105,105,68.5,48.75,108.36,72.73,86.62,104.25,36.98,70.49,1,2023-04-29 11:42:52.007
DZ2157,647315,7516784,88.4,647422,7516784,88.23,1302065,15,2569812,2569814,,2023-04-29 11:19:57.000,152,84,152,84,107,108,55.12,50.75,82.52,46.93,81.98,78.3,23.75,51.29,1,2023-04-29 11:42:53.020
DZ2157,647305,7516784,89.57,647322,7516784,87.64,1302066,15,2569815,2569816,,2023-04-29 11:31:09.000,35,94,35,94,16,121,128.92,97.65,269.95,153.99,185.9,211.55,71.36,181.7,1,2023-04-29 11:42:53.603
DZ2157,647305,7516784,89.49,647427,7516784,88.71,1302067,15,2569817,2569818,,2023-04-29 11:33:18.000,159,96,159,96,122,122,78.75,46.89,65.26,70.53,70.84,100.34,48.94,41.31,1,2023-04-29 11:42:53.783
DZ2157,647304,7516784,89.69,647427,7516784,88.81,1302068,15,2569819,2569820,,2023-04-29 11:37:33.000,164,99,164,99,123,126,73.76,57.68,86.23,55.78,76.47,92.86,36.68,67.44,1,2023-04-29 11:42:54.030
DZ2157,647302,7516784,90.01,647431,7516784,89.4,1302078,15,2569839,2569840,,2023-04-29 11:41:56.000,156,100,156,100,128,126,57.02,20.79,129.48,57.08,75.48,82.82,31.28,74.79,1,2023-04-29 12:12:55.337
DZ8032,647397,7516852,83.56,647420,7516850,87.7,1302020,1,2569724,2569725,181751,2023-04-29 10:58:38.000,43,48,43,48,22,46,360.62,86.42,876.78,621.75,868.65,875.06,107.31,94.55,2,2023-04-29 21:12:45.803
DZ8032,647387,7516852,82.43,647424,7516852,88.3,1302021,1,2569726,2569727,181751,2023-04-29 11:00:48.000,48,46,48,46,37,43,53.9,37.44,138.98,79.05,121.71,132.95,0,54.71,2,2023-04-29 21:12:45.803
DZ8032,647388,7516853,82.47,647426,7516851,88.34,1302022,1,2569728,2569729,181751,2023-04-29 11:04:45.000,74,26,74,26,38,24,36.44,23.54,166.13,154.75,171.19,191.19,0,18.48,2,2023-04-29 21:12:45.803
DZ8032,647367,7516851,82.3,647384,7516851,81.85,1302023,1,2569730,2569731,181751,2023-04-29 11:07:43.000,35,44,35,44,16,44,6.57,0.75,248.87,164.62,223.84,171.19,0,25.78,2,2023-04-29 21:12:45.803
DZ8032,647364,7516851,83.13,647382,7516851,81.7,1302024,1,2569732,2569733,181751,2023-04-29 11:10:28.000,25,12,25,12,18,14,9.26,6.75,111.49,132.33,114.36,141.59,0,3.88,2,2023-04-29 21:12:45.803
DZ8032,647360,7516851,83.59,647379,7516851,81.63,1302025,1,2569734,2569735,181751,2023-04-29 11:11:05.000,20,17,20,17,18,20,4.37,4.18,31.64,19.03,32.38,23.4,0,3.44,2,2023-04-29 21:12:45.803
DZ8032,647338,7516851,85.46,647354,7516851,83.55,1302051,1,2569786,2569787,181754,2023-04-29 11:18:19.000,20,60,20,60,16,59,110.94,39.97,225.72,153.61,147.8,162.82,101.73,117.89,2,2023-04-29 21:42:47.060
DZ8032,647293,7516851,90.34,647372,7516851,81.62,1302052,1,2569788,2569789,181754,2023-04-29 11:38:00.000,139,66,139,66,79,85,241.11,125.45,665.74,522.56,679.44,680.64,83.03,111.75,2,2023-04-29 21:42:47.060
DZ8032,647296,7516852,90.04,647379,7516851,81.66,1302073,1,2569829,2569830,181754,2023-04-29 11:41:25.000,140,63,140,63,82,78,70.36,28,200.47,175.84,222.38,237.47,8.73,6.09,1,2023-04-29 12:12:49.263
DZ8035,647317,7516867,87.96,647444,7516867,89.8,1302012,2,2569708,2569709,181750,2023-04-29 10:51:21.000,220,78,209,78,127,97,364.25,107.83,1051.36,771.05,942.06,973.94,161.36,217.13,2,2023-04-29 21:12:39.103
DZ8035,647320,7516867,87.67,647414,7516867,85.44,1302013,2,2569710,2569711,181750,2023-04-29 10:56:19.000,150,98,150,98,94,120,73.51,75.83,157.52,152.47,215.34,210.41,15.57,18.01,2,2023-04-29 21:12:39.103
DZ8035,647322,7516868,87.36,647362,7516867,82.51,1302014,2,2569712,2569713,181750,2023-04-29 11:03:40.000,66,98,66,98,40,119,109.1,88.19,146.16,148.03,213.59,236.79,20.34,20.76,2,2023-04-29 21:12:39.103
