647263.470000,7516799.990000,105.560000
647263.470000,7516800.990000,105.590000
647263.470000,7516802.990000,105.610000
647263.470000,7516834.990000,105.540000
647263.470000,7516835.990000,105.510000
647263.470000,7516836.990000,105.460000
647263.470000,7516837.990000,105.400000
647263.470000,7516838.990000,105.350000
647263.470000,7516839.990000,105.290000
647263.470000,7516840.990000,105.230000
647263.470000,7516841.990000,105.250000
647263.470000,7516842.990000,105.290000
647263.470000,7516843.990000,105.340000
647263.470000,7516844.990000,105.400000
647263.470000,7516849.990000,105.680000
647263.470000,7516850.990000,105.680000
647263.470000,7516964.990000,105.690000
647263.470000,7516965.990000,105.670000
647263.470000,7516966.990000,105.640000
647263.470000,7516970.990000,105.520000
647263.470000,7516971.990000,105.500000
647264.470000,7516783.990000,105.570000
647264.470000,7516784.990000,105.500000
647264.470000,7516785.990000,105.390000
647264.470000,7516786.990000,105.290000
647264.470000,7516787.990000,105.190000
647264.470000,7516788.990000,105.110000
647264.470000,7516789.990000,105.100000
647264.470000,7516790.990000,105.090000
647264.470000,7516791.990000,105.080000
647264.470000,7516792.990000,105.070000
647264.470000,7516793.990000,105.050000
647264.470000,7516794.990000,105.070000
647264.470000,7516795.990000,105.090000
647264.470000,7516796.990000,105.040000
647264.470000,7516797.990000,104.970000
647264.470000,7516798.990000,104.900000
647264.470000,7516799.990000,104.820000
647264.470000,7516800.990000,104.820000
647264.470000,7516801.990000,104.840000
647264.470000,7516802.990000,104.850000
647264.470000,7516803.990000,104.870000
647264.470000,7516804.990000,104.870000
647264.470000,7516805.990000,104.890000
647264.470000,7516806.990000,104.900000
647264.470000,7516807.990000,104.910000
647264.470000,7516808.990000,104.930000
647264.470000,7516809.990000,104.950000
647264.470000,7516810.990000,104.970000
647264.470000,7516811.990000,104.980000
647264.470000,7516812.990000,104.990000
647264.470000,7516813.990000,104.970000
647264.470000,7516814.990000,104.960000
647264.470000,7516815.990000,104.950000
647264.470000,7516816.990000,104.930000
647264.470000,7516817.990000,104.910000
647264.470000,7516818.990000,104.880000
647264.470000,7516819.990000,104.860000
647264.470000,7516820.990000,104.880000
647264.470000,7516821.990000,104.940000
647264.470000,7516822.990000,104.920000
647264.470000,7516823.990000,104.900000
647264.470000,7516824.990000,104.940000
647264.470000,7516825.990000,104.970000
647264.470000,7516826.990000,105.000000
647264.470000,7516827.990000,105.030000
647264.470000,7516828.990000,105.000000
647264.470000,7516829.990000,104.960000
647264.470000,7516830.990000,104.920000
647264.470000,7516831.990000,104.870000
647264.470000,7516832.990000,104.830000
647264.470000,7516833.990000,104.780000
647264.470000,7516834.990000,104.740000
647264.470000,7516835.990000,104.680000
647264.470000,7516836.990000,104.620000
647264.470000,7516837.990000,104.570000
647264.470000,7516838.990000,104.510000
647264.470000,7516839.990000,104.450000
647264.470000,7516840.990000,104.480000
647264.470000,7516841.990000,104.510000
647264.470000,7516842.990000,104.550000
647264.470000,7516843.990000,104.590000
647264.470000,7516844.990000,104.660000
647264.470000,7516845.990000,104.730000
647264.470000,7516846.990000,104.800000
647264.470000,7516847.990000,104.870000
647264.470000,7516848.990000,104.870000
647264.470000,7516849.990000,104.870000
647264.470000,7516850.990000,104.870000
647264.470000,7516851.990000,104.890000
647264.470000,7516852.990000,105.010000
647264.470000,7516853.990000,105.130000
647264.470000,7516854.990000,105.250000
647264.470000,7516855.990000,105.340000
647264.470000,7516856.990000,105.330000
647264.470000,7516857.990000,105.320000
647264.470000,7516858.990000,105.300000
647264.470000,7516859.990000,105.350000
647264.470000,7516860.990000,105.490000
647264.470000,7516861.990000,105.620000
647264.470000,7516917.990000,105.510000
647264.470000,7516918.990000,105.390000
647264.470000,7516919.990000,105.270000
647264.470000,7516920.990000,105.280000
647264.470000,7516921.990000,105.280000
647264.470000,7516922.990000,105.290000
647264.470000,7516923.990000,105.290000
647264.470000,7516924.990000,105.300000
647264.470000,7516925.990000,105.360000
647264.470000,7516926.990000,105.410000
647264.470000,7516927.990000,105.470000
647264.470000,7516949.990000,105.550000
647264.470000,7516950.990000,105.500000
647264.470000,7516951.990000,105.460000
647264.470000,7516952.990000,105.420000
647264.470000,7516954.990000,105.350000
647264.470000,7516955.990000,105.290000
647264.470000,7516956.990000,105.270000
647264.470000,7516957.990000,105.240000
647264.470000,7516958.990000,105.210000
647264.470000,7516959.990000,105.200000
647264.470000,7516960.990000,105.110000
647264.470000,7516961.990000,105.030000
647264.470000,7516962.990000,104.940000
647264.470000,7516963.990000,104.890000
647264.470000,7516964.990000,104.860000
647264.470000,7516965.990000,104.840000
647264.470000,7516966.990000,104.820000
647264.470000,7516967.990000,104.790000
647264.470000,7516968.990000,104.770000
647264.470000,7516969.990000,104.750000
647264.470000,7516970.990000,104.740000
647264.470000,7516971.990000,104.720000
647264.470000,7516972.990000,104.700000
647264.470000,7516973.990000,104.720000
647265.470000,7516776.990000,105.500000
647265.470000,7516777.990000,105.390000
647265.470000,7516778.990000,105.280000
647265.470000,7516779.990000,105.170000
647265.470000,7516780.990000,105.090000
647265.470000,7516781.990000,105.010000
647265.470000,7516782.990000,104.930000
647265.470000,7516783.990000,104.840000
647265.470000,7516784.990000,104.720000
647265.470000,7516785.990000,104.620000
647265.470000,7516786.990000,104.510000
647265.470000,7516787.990000,104.430000
647265.470000,7516788.990000,104.400000
647265.470000,7516789.990000,104.380000
647265.470000,7516790.990000,104.370000
647265.470000,7516791.990000,104.360000
647265.470000,7516792.990000,104.350000
647265.470000,7516793.990000,104.330000
647265.470000,7516794.990000,104.340000
647265.470000,7516795.990000,104.360000
647265.470000,7516796.990000,104.300000
647265.470000,7516797.990000,104.240000
647265.470000,7516798.990000,104.160000
647265.470000,7516799.990000,104.100000
647265.470000,7516800.990000,104.090000
647265.470000,7516801.990000,104.110000
647265.470000,7516802.990000,104.120000
647265.470000,7516803.990000,104.130000
647265.470000,7516804.990000,104.130000
647265.470000,7516805.990000,104.140000
647265.470000,7516806.990000,104.160000
647265.470000,7516807.990000,104.170000
647265.470000,7516808.990000,104.180000
647265.470000,7516809.990000,104.200000
647265.470000,7516810.990000,104.220000
647265.470000,7516811.990000,104.270000
647265.470000,7516812.990000,104.260000
647265.470000,7516813.990000,104.250000
647265.470000,7516814.990000,104.240000
647265.470000,7516815.990000,104.160000
647265.470000,7516816.990000,104.140000
647265.470000,7516817.990000,104.110000
647265.470000,7516818.990000,104.090000
647265.470000,7516819.990000,104.120000
647265.470000,7516820.990000,104.170000
647265.470000,7516821.990000,104.190000
647265.470000,7516822.990000,104.170000
647265.470000,7516823.990000,104.090000
647265.470000,7516824.990000,104.130000
647265.470000,7516825.990000,104.160000
647265.470000,7516826.990000,104.190000
647265.470000,7516827.990000,104.280000
647265.470000,7516828.990000,104.230000
647265.470000,7516829.990000,104.190000
647265.470000,7516830.990000,104.150000
647265.470000,7516831.990000,104.100000
